Key,File,Type,UsedInMainMenu,NoTranslate,english,Context / Alternate Text,german,latam,french,italian,japanese,koreana,polish,brazilian,russian,turkish,schinese,tchinese,spanish
zombiePrisonerT1AOO,,,,,Prisoner ,,,,,,,,,,,,,,
zombiePrisonerT2AOO,,,,,Prisoner ,,,,,,,,,,,,,,
zombiePrisonerT3AOO,,,,,Prisoner ,,,,,,,,,,,,,,
zombiePrisonerT4AOO,,,,,Prisoner ,,,,,,,,,,,,,,
zombieMechanicT1AOO,,,,,Mechanic,,,,,,,,,,,,,,
zombieMechanicT2AOO,,,,,Mechanic,,,,,,,,,,,,,,
zombieMechanicT3AOO,,,,,Mechanic,,,,,,,,,,,,,,
zombieMechanicT4AOO,,,,,Mechanic,,,,,,,,,,,,,,
zombieCrazedAOO,,,,,Crazed Z,,,,,,,,,,,,,,
zombieCrazedV2AOO,,,,,Crazed Z (Night Blood),,,,,,,,,,,,,,
zombiePHulkAOO,,,,,Pumpkin Hulk ,,,,,,,,,,,,,,
zombiePHulkV2AOO,,,,,Pumpkin Hulk (Night Blood),,,,,,,,,,,,,,
zombieGirlScoutAOO,,,,,Girl Scout,,,,,,,,,,,,,,
zombieGirlScoutV2AOO,,,,,Girl Scout (Night Blood),,,,,,,,,,,,,,
zombieVampireAOO,,,,,Vampire,,,,,,,,,,,,,,
zombieVampireV2AOO,,,,,Vampire (Night Blood),,,,,,,,,,,,,,
zombieVampire2AOO,,,,,Vampire,,,,,,,,,,,,,,
zombieVampire2V2AO,,,,,Vampire (Night Blood),,,,,,,,,,,,,,
zombieStrong01AOO,,,,,Greyskin the Strong,,,,,,,,,,,,,,
zombieStrong01V2AOO,,,,,Greyskin the Stronger,,,,,,,,,,,,,,
zombieMutantAOO,,,,,Mutant,,,,,,,,,,,,,,
zombieMutantV2AOO,,,,,Mutant (Night Blood),,,,,,,,,,,,,,
zombieMutant3AOO,,,,,Mutant,,,,,,,,,,,,,,
zombieMutant3V2AOO,,,,,Mutant (Night Blood),,,,,,,,,,,,,,
zombieNightShadeAOO,,,,,Night Shade ,,,,,,,,,,,,,,
zombieNightShadeV2AOO,,,,,Night Shade (Night Blood),,,,,,,,,,,,,,
zombieParasiteAOO,,,,,Parasite,,,,,,,,,,,,,,
zombieParasiteV2AOO,,,,,Parasite (Night Blood),,,,,,,,,,,,,,
zombieManiacClown1AOO,,,,,Maniac Clown,,,,,,,,,,,,,,
zombieManiacClown2AOO,,,,,Maniac Clown,,,,,,,,,,,,,,
zombieManiacClown3AOO,,,,,Maniac Clown,,,,,,,,,,,,,,
zombieManiacClown4AOO,,,,,Maniac Clown,,,,,,,,,,,,,,
zombieManiacClown5AOO,,,,,Maniac Clown,,,,,,,,,,,,,,
zombieWhiteClownAOO,,,,,White Clown ,,,,,,,,,,,,,,
zombieWhiteClownV2AOO,,,,,White Clown (Night Blood) ,,,,,,,,,,,,,,
zombieWarZAOO,,,,,WarZZZ,,,,,,,,,,,,,,
zombieWarZV2AOO,,,,,WarZZZ (Night Blood),,,,,,,,,,,,,,
zombieYakuAOO,,,,,Yaku ,,,,,,,,,,,,,,
zombieYakuV2AOO,,,,,Yaku (Night Blood),,,,,,,,,,,,,,
zombieMutant4AOO,,,,,Mutant,,,,,,,,,,,,,,
zombieMutant4V2AOO,,,,,Mutant (Night Blood),,,,,,,,,,,,,,
zombieMortimerAOO,,,,,Mortimer,,,,,,,,,,,,,,
zombieMortimerV2AOO,,,,,Mortimer (Night Blood),,,,,,,,,,,,,,
zombieDerrickAOO,,,,,Derrick,,,,,,,,,,,,,,
zombieDerrickV2AOO,,,,,Derrick (Night Blood),,,,,,,,,,,,,,
zombieCop01AOO,,,,,Cop,,,,,,,,,,,,,,
zombieCop01V2AOO,,,,,Cop (Night Blood),,,,,,,,,,,,,,
zombieSkeletonBossAOO,,,,,The Skeleton King,,,,,,,,,,,,,,
npcSkeletonBossClubAOO,,,,,The Skeleton King,,,,,,,,,,,,,,
zombieSkeletonBoss_01_AOO,,,,,DarkStar the Eliminator (Skeleton Overlord),,,,,,,,,,,,,,
zombieSkeletonBoss_02_AOO,,,,,Josh the Carver (Skeleton Overlord),,,,,,,,,,,,,,
zombieSkeletonBoss_04_AOO,,,,,SnowBee the Slaughterer (Skeleton Overlord),,,,,,,,,,,,,,
npcGanfaulMacheteAOO,,,,,Ganfaul,,,,,,,,,,,,,,
npcCrazyDoctorKnifeAOO,,,,,Crazed Doctor,,,,,,,,,,,,,,
npcCrazyDoctorMacheteAOO,,,,,Crazed Doctor,,,,,,,,,,,,,,
npcBrutalButcherKnifeAOO,,,,,Brutal Butcher,,,,,,,,,,,,,,
npcBrutalButcherMacheteAOO,,,,,Brutal Butcher,,,,,,,,,,,,,,
npcBrutalButcherMacheteV2AOO,,,,,Brutal Butcher (Night Blood),,,,,,,,,,,,,,
zombieKillerClownBossAOO,,,,,Boss Clown,,,,,,,,,,,,,,
zombieKillerClownAOO,,,,,Killer Clown,,,,,,,,,,,,,,
npcKillerClownMacheteAOO,,,,,Killer Clown,,,,,,,,,,,,,,
npcKillerClownMacheteV2AOO,,,,,Killer Clown (Night Blood),,,,,,,,,,,,,,
zombieKillerClownMiniAOO,,,,,Mini Clown,,,,,,,,,,,,,,
zombieFreakyLadyT1AOO,,,,,Anita Dyck,,,,,,,,,,,,,,
zombieFreakyLadyT2AOO,,,,,Anita Dyck,,,,,,,,,,,,,,
zombieFreakyLadyT3AOO,,,,,Anita Dyck,,,,,,,,,,,,,,
zombieFreakyLadyT4AOO,,,,,Anita Dyck,,,,,,,,,,,,,,
npcFreakyLadyMacheteAOO,,,,,Freaky Lady,,,,,,,,,,,,,,
npcFreakyLadyMacheteV2AOO,,,,,Freaky Lady (Night Blood),,,,,,,,,,,,,,
zombieSlime01AOO,,,,,Slime,,,,,,,,,,,,,,
zombieArachnidAOO,,,,,Arachnid,,,,,,,,,,,,,,
zombieArachnidV2AOO,,,,,Arachnid (Night Blood),,,,,,,,,,,,,,
zombieArack_darkAOO,,,,,Scatter Bug,,,,,,,,,,,,,,
zombieCeratoferoxAOO,,,,,Ceratoferox,,,,,,,,,,,,,,
zombieCeratoferoxV2AOO,,,,,Ceratoferox (Night Blood),,,,,,,,,,,,,,
zombieOnyscidusAOO,,,,,Onyscidus,,,,,,,,,,,,,,
zombieOnyscidusV2AOO,,,,,Onyscidus (Night Blood),,,,,,,,,,,,,,
zombieInsectAOO,,,,,Insectoid,,,,,,,,,,,,,,
zombieArack_darkQueenAOO,,,,,Scatter Queen,,,,,,,,,,,,,,
zombieTreeMonsterAOO,,,,,Tree of Death,,,,,,,,,,,,,,
zombieTreeMonsterV2AOO,,,,,Tree of Death (Night Blood),,,,,,,,,,,,,,
zombieButcherAOO,,,,,The Butcher,,,,,,,,,,,,,,
zombieButcherV2AOO,,,,,The Butcher (Night Blood),,,,,,,,,,,,,,
zombieSavageWerewolfAOO,,,,,Savage Werewolf,,,,,,,,,,,,,,
zombieSavageWerewolfV2AOO,,,,,Savage Werewolf (Night Blood),,,,,,,,,,,,,,
zombieFatManAOO,,,,,The Fat Man,,,,,,,,,,,,,,
zombieFatManV2AOO,,,,,The Fat Man (Night Blood),,,,,,,,,,,,,,
zombieTitanockarceAOO,,,,,Titanockarce,,,,,,,,,,,,,,
zombieTitanockarceV2AOO,,,,,Titanockarce (Night Blood),,,,,,,,,,,,,,
zombieGiantRatAOO,,,,,Giant Rat,,,,,,,,,,,,,,
zombieDarkSpiderAOO,,,,,Darkness Spider,,,,,,,,,,,,,,
PetChimpAOO,,,,,Pet Chimpanzee,,,,,,,,,,,,,,
WildBrownBearAOO,,,,,Brown Bear,,,,,,,,,,,,,,
WildIbexAOO,,,,,Ibex,,,,,,,,,,,,,,
WildDeer_femaleAOO,,,,,Doe,,,,,,,,,,,,,,
WildDeer_maleAOO,,,,,Deer,,,,,,,,,,,,,,
WildElephantAOO,,,,,Elephant,,,,,,,,,,,,,,
WildElephantIndianAOO,,,,,Indian Elephant,,,,,,,,,,,,,,
WildGoatAOO,,,,,Wild Goat,,,,,,,,,,,,,,
PetGoatAOO,,,,,Pet Goat,,,,,,,,,,,,,,
WildWolfAOO,,,,,Wild Wolf,,,,,,,,,,,,,,
WildRabbitAOO,,,,,Wild Rabbit,,,,,,,,,,,,,,
PetRabbitAOO,,,,,Pet Rabbit,,,,,,,,,,,,,,
PetCaneCorsoAOO,,,,,Pet Cane Corso,,,,,,,,,,,,,,
PetCatV1AOO,,,,,Pet Cat,,,,,,,,,,,,,,
PetCatV2AOO,,,,,Pet Cat,,,,,,,,,,,,,,
PetCatV3AOO,,,,,Pet Cat,,,,,,,,,,,,,,
WildCapeBuffaloAOO,,,,,Cape Buffalo,,,,,,,,,,,,,,
WildCelticWolfhoundAOO,,,,,Wild Celtic Wolf Hound,,,,,,,,,,,,,,
PetCelticWolfhoundAOO,,,,,Pet Celtic Wolf Hound,,,,,,,,,,,,,,
WildScorpion1AOO,,,,,Scorpion,,,,,,,,,,,,,,
WildScorpion2AOO,,,,,Scorpion,,,,,,,,,,,,,,
PetHellenicHoundAOO,,,,,Pet Hellenic Hound,,,,,,,,,,,,,,
WildHorseV1AOO,,,,,Wild Horse,,,,,,,,,,,,,,
WildHorseV2AOO,,,,,Wild Horse,,,,,,,,,,,,,,
WildHorseV3AOO,,,,,Wild Horse,,,,,,,,,,,,,,
WildHorseV4AOO,,,,,Wild Horse,,,,,,,,,,,,,,
WildHorseV5AOO,,,,,Wild Horse,,,,,,,,,,,,,,
WildHorseV6AOO,,,,,Wild Horse,,,,,,,,,,,,,,
PetHorseV1AOO,,,,,Pet Horse,,,,,,,,,,,,,,
PetHorseV2AOO,,,,,Pet Horse,,,,,,,,,,,,,,
PetHorseV3AOO,,,,,Pet Horse,,,,,,,,,,,,,,
PetHorseV4AOO,,,,,Pet Horse,,,,,,,,,,,,,,
PetHorseV5AOO,,,,,Pet Horse,,,,,,,,,,,,,,
PetHorseV6AOO,,,,,Pet Horse,,,,,,,,,,,,,,
WildLonghornCattleV1AOO,,,,,Longhorn Cattle,,,,,,,,,,,,,,
WildLonghornCattleV2AOO,,,,,Longhorn Cattle,,,,,,,,,,,,,,
WildPigAOO,,,,,Wild Pig,,,,,,,,,,,,,,
PetPigAOO,,,,,Pet Pig,,,,,,,,,,,,,,
WildMudPigAOO,,,,,Mud Pig,,,,,,,,,,,,,,
WildRhinoAOO,,,,,Rhino,,,,,,,,,,,,,,
WildScottlandCattleAOO,,,,,Highland Cattle,,,,,,,,,,,,,,
WildTigerAOO,,,,,Wild Tiger,,,,,,,,,,,,,,
WildCamelAOO,,,,,Wild Camel,,,,,,,,,,,,,,
WildPenguinAOO,,,,,Wild Penguin,,,,,,,,,,,,,,
PetPenguinAOO,,,,,Pet Penguin,,,,,,,,,,,,,,
WildSpider01AOO,,,,,Deadly Spider,,,,,,,,,,,,,,
WildSpider02AOO,,,,,Deadly Spider,,,,,,,,,,,,,,
WildSpider03AOO,,,,,Deadly Spider,,,,,,,,,,,,,,
WildChickenV1AOO,,,,,Wild Chicken,,,,,,,,,,,,,,
attackChickenV2AOO,,,,,Deadly Chicken,,,,,,,,,,,,,,
attackChickenV1AOO,,,,,Deadly Chicken,,,,,,,,,,,,,,
PetChickenV1AOO,,,,,Pet Chicken,,,,,,,,,,,,,,
WildChickenV2AOO,,,,,Wild Chicken,,,,,,,,,,,,,,
PetChickenV2AOO,,,,,Pet Chicken,,,,,,,,,,,,,,
WildChickenV3AOO,,,,,Wild Chicken,,,,,,,,,,,,,,
PetChickenV3AOO,,,,,Pet Chicken,,,,,,,,,,,,,,
WildGooseAOO,,,,,Wild Goose,,,,,,,,,,,,,,
PetGooseAOO,,,,,Pet Goose,,,,,,,,,,,,,,
WildTurtleAOO,,,,,Wild Turtle,,,,,,,,,,,,,,
WildSheepAOO,,,,,Wild Sheep,,,,,,,,,,,,,,
WildComodoDragonAOO,,,,, Wild Komodo Dragon,,,,,,,,,,,,,,
WildLeopardAOO,,,,,Wild Leopard,,,,,,,,,,,,,,
PetPugAOO,,,,,Pet Pug,,,,,,,,,,,,,,
PetBeagleAOO,,,,,Pet Beagle,,,,,,,,,,,,,,
WildZebraAOO,,,,,Wild Zebra,,,,,,,,,,,,,,
GuardSlime01AOO,,,,,Pet Slime,,,,,,,,,,,,,,
GuardMotherCluckerAOO,,,,,Mother Clucker Guard,,,,,,,,,,,,,,
npcApocGuardAOO,,,,,Apocalypse Guard,,,,,,,,,,,,,,
npcSoldier01GuardAOO,,,,,Soldier Guard,,,,,,,,,,,,,,
npcArcherGuardAOO,,,,,Archer Guard,,,,,,,,,,,,,,
npcSoldier02PGuardAOO,,,,,Soldier Guard,,,,,,,,,,,,,,
npcSoldier02SHGuardAOO,,,,,Soldier Guard,,,,,,,,,,,,,,
npcWarriorGuardAOO,,,,,Warrior Guard,,,,,,,,,,,,,,
npcPirateGuardAOO,,,,,Pirate Guard,,,,,,,,,,,,,,
npcTurdlingerAOO,,,,,Dr Turdlinger,,,,,,,,,,,,,,
GuardMutantFighter,,,,, ZGuard - Mutant Fighter,,,,,,,,,,,,,,
GuardCrazy,,,,,ZGuard - Crazy Mother Effer ,,,,,,,,,,,,,,
GuardPrisoner,,,,,ZGuard - Prisoner,,,,,,,,,,,,,,
GuardMechanic,,,,,ZGuard - Mechanic,,,,,,,,,,,,,,
GuardPHulk,,,,,ZGuard - Pumpkin Hulk,,,,,,,,,,,,,,
GuardGirlScout,,,,,ZGuard - Girl Scout,,,,,,,,,,,,,,
GuardMutant,,,,,ZGuard - Mutant,,,,,,,,,,,,,,
GuardNightShade,,,,,ZGuard - Night Shade,,,,,,,,,,,,,,
GuardParasite,,,,,ZGuard - Parasite,,,,,,,,,,,,,,
GuardWhiteClown,,,,,ZGuard - White Clown,,,,,,,,,,,,,,
GuardWarZ,,,,,ZGuard - War Zombie,,,,,,,,,,,,,,
GuardYaku,,,,,ZGuard - Yaku,,,,,,,,,,,,,,
GuardMortimer,,,,,ZGuard - Mortimer,,,,,,,,,,,,,,
GuardDerrick,,,,,ZGuard - Derrick,,,,,,,,,,,,,,
GuardCop01,,,,,ZGuard - Copper,,,,,,,,,,,,,,
monsterTyranopodeAOO,,,,,Tyranopode,,,,,,,,,,,,,,
monsterClypeosaurusAOO,,,,,Clypeosaurus,,,,,,,,,,,,,,
monsterEntomoraneAOO,,,,,Entomorane,,,,,,,,,,,,,,
monsterGryllunguisAOO,,,,,Gryllunguis,,,,,,,,,,,,,,
monsterMuscomorphAOO,,,,,Muscomorph,,,,,,,,,,,,,,
monsterPardathroxAOO,,,,,Pardathrox,,,,,,,,,,,,,,
monsterPerderosAOO,,,,,Perderos,,,,,,,,,,,,,,
monsterTetrachnideAOO,,,,,Tetrachnide,,,,,,,,,,,,,,
monsterDensoptereAOO,,,,,Densoptere,,,,,,,,,,,,,,
monsterDrackmahreAOO,,,,,Drackmahre,,,,,,,,,,,,,,
monsterMarhomorphAOO,,,,,Marhomorph,,,,,,,,,,,,,,
monsterScyverAOO,,,,,Scyver,,,,,,,,,,,,,,
monsterVespomorphAOO,,,,,Vespomorph,,,,,,,,,,,,,,
monsterCaveCrawlerAOO,,,,,CaveCrawler,,,,,,,,,,,,,,
monsterArthromahreAOO,,,,,Arthromahre,,,,,,,,,,,,,,
monsterDeinodonteAOO,,,,,Deinodonte,,,,,,,,,,,,,,
monsterCarcidonteAOO,,,,,Carcidonte,,,,,,,,,,,,,,
monsterGiantSlugAOO,,,,,GiantSlug,,,,,,,,,,,,,,
monsterGorosaurusAOO,,,,,Gorosaurus,,,,,,,,,,,,,,
monsterHellcreeperAOO,,,,,Hellcreeper,,,,,,,,,,,,,,
monsterHideoplastAOO,,,,,Hideoplast,,,,,,,,,,,,,,
monsterKarcinomorphAOO,,,,,Karcinomorph,,,,,,,,,,,,,,
monsterKarckmahreAOO,,,,,Karckmahre,,,,,,,,,,,,,,
monsterLaminoferoxAOO,,,,,Laminoferox,,,,,,,,,,,,,,
monsterLetalobrachAOO,,,,,Letalobrach,,,,,,,,,,,,,,
monsterMorphorridAOO,,,,,Morphorrid,,,,,,,,,,,,,,
monsterScolomorphAOO,,,,,Scolomorph,,,,,,,,,,,,,,
monsterSkorpmareAOO,,,,,Skorpmare,,,,,,,,,,,,,,
monsterTelluropodAOO,,,,,Telluropod,,,,,,,,,,,,,,
monsterBuformorphAOO,,,,,Buformorph,,,,,,,,,,,,,,
monsterHellcreeperBossAOO,,,,,,,,,,,,,,,,,,,
monsterDeinodonteBossAOO,,,,,,,,,,,,,,,,,,,
monsterGorosaurusBossAOO,,,,,,,,,,,,,,,,,,,
monsterLaminoferoxBossAOO,,,,,,,,,,,,,,,,,,,
monsterPardathroxBossAOO,,,,,,,,,,,,,,,,,,,
monsterPerderosBossAOO,,,,,,,,,,,,,,,,,,,
monsterScolomorphBossAOO,,,,,,,,,,,,,,,,,,,
MotherClucker,,,,,,,,,,,,,,,,,,,
carcassZebra_AOO,,,,,Zebra Carcass,,,,,,,,,,,,,,
carcassLeopard_AOO,,,,,Leopard Carcass,,,,,,,,,,,,,,
carcassComodo_AOO,,,,,Comodo Carcass,,,,,,,,,,,,,,
carcassSheep_AOO,,,,,Sheep Carcass,,,,,,,,,,,,,,
carcassTurtle_AOO,,,,,Turtle Carcass,,,,,,,,,,,,,,
carcassGoose_AOO,,,,,Goose Carcass,,,,,,,,,,,,,,
carcassChicken_AOO,,,,,Chicken Carcass,,,,,,,,,,,,,,
carcassSpider_AOO,,,,,Spider Carcass,,,,,,,,,,,,,,
carcassPenguin_AOO,,,,,Penguin Carcass,,,,,,,,,,,,,,
carcassCamel_AOO,,,,,Camel Carcass,,,,,,,,,,,,,,
carcassTiger_AOO,,,,,Tiger Carcass,,,,,,,,,,,,,,
carcassScotCow_AOO,,,,,Scotland Cow Carcass,,,,,,,,,,,,,,
carcassRhino_AOO,,,,,Rhino Carcass,,,,,,,,,,,,,,
carcassPig_AOO,,,,,Pig Carcass,,,,,,,,,,,,,,
carcassCow_AOO,,,,,Cow Carcass,,,,,,,,,,,,,,
carcassScorpion_AOO,,,,,Scorpion Carcass,,,,,,,,,,,,,,
carcassBuffalo_AOO,,,,,Buffalo Carcass,,,,,,,,,,,,,,
carcassRabbit_AOO,,,,,Rabbit Carcass,,,,,,,,,,,,,,
carcassWolf_AOO,,,,,Wolf Carcass,,,,,,,,,,,,,,
carcassGoat_AOO,,,,,Goat Carcass,,,,,,,,,,,,,,
carcassElephant_AOO,,,,,Elephant Carcass,,,,,,,,,,,,,,
carcassDeer_AOO,,,,,Dear Carcass,,,,,,,,,,,,,,
carcassIbex_AOO,,,,,Ibex Carcass,,,,,,,,,,,,,,
carcassBear_AOO,,,,,Bear Carcass,,,,,,,,,,,,,,
carcassZebra_AOODesc,,,,,Place Carcass in the butcher table to get resources,,,,,,,,,,,,,,
carcassLeopard_AOODesc,,,,,Place Carcass in the butcher table to get resources,,,,,,,,,,,,,,
carcassComodo_AOODesc,,,,,Place Carcass in the butcher table to get resources,,,,,,,,,,,,,,
carcassSheep_AOODesc,,,,,Place Carcass in the butcher table to get resources,,,,,,,,,,,,,,
carcassTurtle_AOODesc,,,,,Place Carcass in the butcher table to get resources,,,,,,,,,,,,,,
carcassGoose_AOODesc,,,,,Place Carcass in the butcher table to get resources,,,,,,,,,,,,,,
carcassChicken_AOODesc,,,,,Place Carcass in the butcher table to get resources,,,,,,,,,,,,,,
carcassSpider_AOODesc,,,,,Place Carcass in the butcher table to get resources,,,,,,,,,,,,,,
carcassPenguin_AOODesc,,,,,Place Carcass in the butcher table to get resources,,,,,,,,,,,,,,
carcassCamel_AOODesc,,,,,Place Carcass in the butcher table to get resources,,,,,,,,,,,,,,
carcassTiger_AOODesc,,,,,Place Carcass in the butcher table to get resources,,,,,,,,,,,,,,
carcassScotCow_AOODesc,,,,,Place Carcass in the butcher table to get resources,,,,,,,,,,,,,,
carcassRhino_AOODesc,,,,,Place Carcass in the butcher table to get resources,,,,,,,,,,,,,,
carcassPig_AOODesc,,,,,Place Carcass in the butcher table to get resources,,,,,,,,,,,,,,
carcassCow_AOODesc,,,,,Place Carcass in the butcher table to get resources,,,,,,,,,,,,,,
carcassScorpion_AOODesc,,,,,Place Carcass in the butcher table to get resources,,,,,,,,,,,,,,
carcassBuffalo_AOODesc,,,,,Place Carcass in the butcher table to get resources,,,,,,,,,,,,,,
carcassRabbit_AOODesc,,,,,Place Carcass in the butcher table to get resources,,,,,,,,,,,,,,
carcassWolf_AOODesc,,,,,Place Carcass in the butcher table to get resources,,,,,,,,,,,,,,
carcassGoat_AOODesc,,,,,Place Carcass in the butcher table to get resources,,,,,,,,,,,,,,
carcassElephant_AOODesc,,,,,Place Carcass in the butcher table to get resources,,,,,,,,,,,,,,
carcassDeer_AOODesc,,,,,Place Carcass in the butcher table to get resources,,,,,,,,,,,,,,
carcassIbex_AOODesc,,,,,Place Carcass in the butcher table to get resources,,,,,,,,,,,,,,
carcassBear_AOODesc ,,,,,Place Carcass in the butcher table to get resources,,,,,,,,,,,,,,
teleportLandclaimAOO,,,,,Teleport to Landclaim,,,,,,,,,,,,,,
teleportBackpackAOO,,,,,Teleport to Backpack,,,,,,,,,,,,,,
teleportBedrollAOO,,,,,Teleport to Bedroll,,,,,,,,,,,,,,
potionTeleportForwardX5AOO,,,,,Teleport Forward 5 Blocks,,,,,,,,,,,,,,
potionTeleportForwardX5AOODesc,,,,,Make sure you are facing the right direction before drinking this!,,,,,,,,,,,,,,
potionAirDropAOO,,,,,Call for an Air Drop!,,,,,,,,,,,,,,
potionAirDropDesc,,,,,Drinking this will trigger an Air drop in a random location,,,,,,,,,,,,,,
potionHordeAOO,,,,,Call for a wandering horde!,,,,,,,,,,,,,,
potionHordeAOODesc,,,,,Drinking this will trigger wandering horde to appear!,,,,,,,,,,,,,,
potionTimeForwardAOO,,,,,Back to the Future,,,,,,,,,,,,,,
potionTimeForwardAOODesc,,,,,Drinking this will move time up 1 hour.,,,,,,,,,,,,,,
potionTimeBackAOO,,,,,Turn Back Time,,,,,,,,,,,,,,
potionTimeBackAOODesc,,,,,Drinking this turn back time 1 hour.,,,,,,,,,,,,,,
resourceZombieGutsAOO,,,,,Zombie Guts,,,,,,,,,,,,,,
resourceZombieGutsAOODesc,,,,,Used as an Ingredient in Resurrection Potions,,,,,,,,,,,,,,
resourceZombieBrainsAOO,,,,,Zombie Brains,,,,,,,,,,,,,,
resourceZombieBrainsAOODesc,,,,,Used as an Ingredient in Resurrection Potions,,,,,,,,,,,,,,
emote01AOO,,,,,Emote Pack 01,,,,,,,,,,,,,,
emote02AOO,,,,,Emote Pack 02,,,,,,,,,,,,,,
emote03AOO,,,,,Emote Pack 03,,,,,,,,,,,,,,
emote04AOO,,,,,Emote Pack 04,,,,,,,,,,,,,,
emote05AOO,,,,,Emote Pack 05,,,,,,,,,,,,,,
emote06AOO,,,,,Emote Pack 06,,,,,,,,,,,,,,
emote07AOO,,,,,Emote Pack 07,,,,,,,,,,,,,,
DropBox_AOO,,,,,Small DropBox,,,,,,,,,,,,,,
DropBox_AOODesc,,,,,Items in Small DropBox will automatically be sorted over time into you nearby storage (15 Blocks),,,,,,,,,,,,,,
DropBoxLarge_AOO,,,,,Large DropBox,,,,,,,,,,,,,,
DropBoxLarge_AOODesk,,,,,Items in Large DropBox will automatically be sorted instantaly upon close time into you nearby storage (30 Blocks),,,,,,,,,,,,,,
decorSkeletonSphereAOO,,,,,Skeleton Orb,,,,,,,,,,,,,,
podBlock_LootAOO,,,,,Experimentation Pod,,,,,,,,,,,,,,
toolScytheAOO,,,,,Scythe,,,,,,,,,,,,,,
toolScytheAOODesc,,,,,A very fast crop harvesting tool the will yield one additional crop,,,,,,,,,,,,,,
toolGardenHoeAOO,,,,,Garden Hoe,,,,,,,,,,,,,,
toolGardenHoeAOODesc,,,,,A tool that will  upgrade the ground to be fertile and can also be used for harvesting s,,,,,,,,,,,,,,
PoweredGarageDoorVariantHelperAOO,,,,,Powered Garage Doors,,,,,,,,,,,,,,
PoweredGarageDoorFlushAOO,,,,,Powered Garage Door - Flush,,,,,,,,,,,,,,
PoweredGarageDoorRaisedAOO,,,,,Powered Garage Door - Raised,,,,,,,,,,,,,,
PoweredGarageDoorCenteredAOO,,,,,Powered Garage Door - Centered,,,,,,,,,,,,,,
PoweredGarageDoorHighAOO,,,,,Powered Garage Door - Extended,,,,,,,,,,,,,,
PoweredGarageDoorMFlushAOO,,,,,Powered Garage Door - Flush,,,,,,,,,,,,,,
PoweredGarageDoorMRaisedAOO,,,,,Powered Garage Door - Raised,,,,,,,,,,,,,,
PoweredGarageDoorMCenteredAOO,,,,,,,,,,,,,,,,,,,
PoweredGarageDoorMHighAOO,,,,,Powered Garage Door - Extended,,,,,,,,,,,,,,
PoweredGarageDoorFlushAOODesc,,,,,A powered garage door with many more uses!  When layed flat it is flush with the ground.,,,,,,,,,,,,,,
PoweredGarageDoorRaisedAOODesc,,,,,A powered garage door with many more uses!  When layed flat it is raised slightly from the ground (will be flush with a plate).,,,,,,,,,,,,,,
PoweredGarageDoorCenteredAOODesc,,,,,A powered garage door with many more uses!  This door will be located towards the center of the block.,,,,,,,,,,,,,,
PoweredGarageDoorHighAOODesc,,,,,A powered garage door with many more uses!  This door will be located towards the outside of the block.,,,,,,,,,,,,,,
modClothingStoragePocketStrengthAOO,,,,,Pocket Mod of Strength,,,,,,,,,,,,,,
modClothingStoragePocketStrengthAOODesc,,,,,Pocket Mod with +8 Carry Capacity and +2 Strength,,,,,,,,,,,,,,
modArmor6XStoragePocketStrengthAOO,,,,,Armor Pocket Mod of Strength,,,,,,,,,,,,,,
modArmor6XStoragePocketStrengthAOODesc,,,,,Armor Pocket Mod with +12 Carry Capacity and +2 Strength,,,,,,,,,,,,,,
modClothingStoragePocketPerceptionAOO,,,,,Pocket Mod of Perception,,,,,,,,,,,,,,
modClothingStoragePocketPerceptionAOODesc,,,,,Pocket Mod with +8 Carry Capacity and +2 Perception,,,,,,,,,,,,,,
modArmor6XStoragePocketPerceptionAOO,,,,,Armor Pocket Mod of Perception,,,,,,,,,,,,,,
modArmor6XStoragePocketPerceptionAOODesc,,,,,Armor Pocket Mod with +12 Carry Capacity and +2 Perception,,,,,,,,,,,,,,
modClothingStoragePocketAgilityAOO,,,,,Pocket Mod of Agility,,,,,,,,,,,,,,
modClothingStoragePocketAgilityAOODesc,,,,,Pocket Mod with +8 Carry Capacity and +2 Agility,,,,,,,,,,,,,,
modArmor6XStoragePocketAgilityAOO,,,,,Armor Pocket Mod of Agility,,,,,,,,,,,,,,
modArmor6XStoragePocketAgilityAOODesc,,,,,Armor Pocket Mod with +12 Carry Capacity and +2 Agility,,,,,,,,,,,,,,
modClothingStoragePocketIntelligenceAOO,,,,,Pocket Mod of Intelligence,,,,,,,,,,,,,,
modClothingStoragePocketIntelligenceAOODesc,,,,,Pocket Mod with +8 Carry Capacity and +2 Intelligence,,,,,,,,,,,,,,
modArmor6XStoragePocketIntelligenceAOO,,,,,Armor Pocket Mod of Intelligence,,,,,,,,,,,,,,
modArmor6XStoragePocketIntelligenceAOODesc,,,,,Armor Pocket Mod with +12 Carry Capacity and +2 Intelligence,,,,,,,,,,,,,,
modArmor6XStoragePocketFortitudeAOO,,,,,Armor Pocket Mod of Fortitude,,,,,,,,,,,,,,
modArmor6XStoragePocketFortitudeAOODesc,,,,,Armor Pocket Mod with +8 Carry Capacity and +2 Fortitude,,,,,,,,,,,,,,
modClothingStoragePocketFortitudeAOO,,,,,Pocket Mod of Fortitude,,,,,,,,,,,,,,
modClothingStoragePocketFortitudeAOODesc,,,,,Pocket Mod with +12 Carry Capacity and +2 Fortitude,,,,,,,,,,,,,,
resourceMagicPotionAOO,,,,,Generic Magic Potion,,,,,,,,,,,,,,
